Time step	Uncertainty	Uncertainty	Uncertainty	Uncertainty
	¦Î=0.5	¦Î=1	¦Î=1.5	¦Î=2
1843	0.010163	0.010173	0.010188	0.010232
1844	0.01016	0.010172	0.010188	0.01023
1845	0.01016	0.010172	0.010187	0.01023
1846	0.010162	0.010172	0.010186	0.01023
1847	0.010162	0.010171	0.010186	0.010229
1848	0.010165	0.010172	0.010188	0.01023
1849	0.010164	0.010172	0.010189	0.010229
1850	0.010163	0.010172	0.01019	0.010228
1851	0.010164	0.010171	0.01019	0.010228
1852	0.010166	0.010174	0.010188	0.010228
1853	0.010164	0.010173	0.010186	0.010229
1854	0.010164	0.010173	0.010186	0.010227
1855	0.010162	0.010171	0.010186	0.010226
1856	0.010163	0.010174	0.010186	0.010227
1857	0.010162	0.010172	0.010187	0.010226
1858	0.010162	0.01017	0.010186	0.010228
1859	0.010162	0.01017	0.010185	0.010228
1860	0.010162	0.010169	0.010186	0.010228
1861	0.010165	0.01017	0.010187	0.010229
1862	0.010164	0.01017	0.010189	0.010228
1863	0.010163	0.01017	0.010189	0.010227
1864	0.010164	0.01017	0.010189	0.010227
1865	0.010164	0.010172	0.01019	0.010227
1866	0.010162	0.010171	0.010189	0.010227
1867	0.01016	0.01017	0.010189	0.010226
1868	0.010161	0.01017	0.010189	0.010228
1869	0.010163	0.01017	0.010187	0.010227
1870	0.010162	0.01017	0.010188	0.010228
1871	0.010161	0.010172	0.010188	0.010228
1872	0.010161	0.010172	0.010188	0.010228
1873	0.010164	0.010171	0.01019	0.010229
1874	0.010162	0.01017	0.010191	0.01023
1875	0.010162	0.010169	0.010192	0.01023
1876	0.010162	0.010169	0.010194	0.01023
1877	0.010162	0.01017	0.010194	0.01023
1878	0.010161	0.010171	0.010195	0.01023
1879	0.010163	0.010172	0.010194	0.010227
1880	0.010164	0.010172	0.010192	0.010227
1881	0.010165	0.010172	0.010193	0.010224
1882	0.010164	0.010173	0.010192	0.010225
1883	0.010162	0.010171	0.010193	0.010225
1884	0.010162	0.010171	0.010192	0.010226
1885	0.010162	0.010171	0.010191	0.010227
1886	0.010163	0.010172	0.010191	0.010229
1887	0.010163	0.010173	0.010191	0.010228
1888	0.010163	0.010173	0.01019	0.010227
1889	0.010164	0.010171	0.010191	0.010227
1890	0.010164	0.010172	0.010192	0.010229
1891	0.010163	0.010171	0.010191	0.01023
1892	0.010164	0.010172	0.01019	0.010229
1893	0.010166	0.01017	0.010189	0.010229
1894	0.010164	0.010172	0.01019	0.010228
1895	0.010164	0.010172	0.010189	0.010229
1896	0.010163	0.010171	0.01019	0.010229
1897	0.010164	0.010172	0.010191	0.01023
1898	0.010163	0.010172	0.01019	0.010229
1899	0.010163	0.01017	0.010191	0.010229
1900	0.010162	0.01017	0.01019	0.010228
1901	0.010162	0.010171	0.01019	0.010229
1902	0.010161	0.010171	0.010189	0.01023
1903	0.010162	0.010172	0.010188	0.01023
1904	0.010163	0.010169	0.010187	0.010229
1905	0.010164	0.010168	0.010186	0.010228
1906	0.010166	0.010167	0.010187	0.010229
1907	0.010165	0.010169	0.010187	0.010229
1908	0.010165	0.010169	0.010189	0.010228
1909	0.010164	0.01017	0.010187	0.010229
1910	0.010166	0.01017	0.010186	0.010229
1911	0.010165	0.010172	0.010188	0.01023
1912	0.010165	0.010172	0.010189	0.01023
1913	0.010165	0.010171	0.010189	0.01023
1914	0.010164	0.010172	0.010188	0.01023
1915	0.010164	0.010171	0.010188	0.010229
1916	0.010163	0.010173	0.010187	0.010229
1917	0.010162	0.010174	0.010187	0.010229
1918	0.010162	0.010174	0.010186	0.010227
1919	0.010161	0.010173	0.010187	0.010226
1920	0.010159	0.010175	0.010186	0.010227
1921	0.01016	0.010175	0.010184	0.010227
1922	0.010161	0.010174	0.010184	0.010228
1923	0.010161	0.010174	0.010186	0.010227
1924	0.010159	0.010175	0.010186	0.010226
1925	0.010159	0.010174	0.010186	0.010226
1926	0.010159	0.010174	0.010186	0.010227
1927	0.01016	0.010174	0.010184	0.01023
1928	0.01016	0.010173	0.010185	0.01023
1929	0.01016	0.01017	0.010186	0.010231
1930	0.010161	0.01017	0.010188	0.010229
1931	0.010163	0.010169	0.01019	0.010228
1932	0.010164	0.010169	0.010188	0.010226
1933	0.010165	0.010171	0.010188	0.010225
1934	0.010164	0.010169	0.010188	0.010226
1935	0.010165	0.010169	0.010186	0.010227
1936	0.010165	0.010168	0.010186	0.010227
1937	0.010164	0.010168	0.010189	0.010226
1938	0.010165	0.010168	0.010188	0.010226
1939	0.010164	0.010168	0.010187	0.010225
1940	0.010166	0.010169	0.010187	0.010224
1941	0.010163	0.010168	0.010188	0.010224
1942	0.010164	0.010169	0.010188	0.010223
1943	0.010163	0.010169	0.010188	0.010223
1944	0.010163	0.010169	0.010188	0.010223
1945	0.010164	0.010168	0.010186	0.010224
1946	0.010164	0.010168	0.010186	0.010226
1947	0.010163	0.010169	0.010186	0.010227
1948	0.010163	0.01017	0.010187	0.010229
1949	0.010164	0.010169	0.010187	0.010228
1950	0.010164	0.01017	0.010187	0.010227
1951	0.010164	0.010171	0.010186	0.010226
1952	0.010162	0.010172	0.010185	0.010226
1953	0.010163	0.010169	0.010187	0.010227
1954	0.010161	0.01017	0.010186	0.010226
1955	0.010163	0.010171	0.010186	0.010225
1956	0.010164	0.010169	0.010187	0.010225
1957	0.010166	0.010168	0.010186	0.010225
1958	0.010165	0.010167	0.010184	0.010224
1959	0.010164	0.010168	0.010185	0.010226
1960	0.010162	0.010168	0.010185	0.010227
1961	0.010164	0.010166	0.010186	0.010228
1962	0.010166	0.010165	0.010186	0.010226
1963	0.010165	0.010166	0.010184	0.010227
1964	0.010164	0.010166	0.010185	0.010226
1965	0.010165	0.010166	0.010184	0.010226
1966	0.010164	0.010166	0.010185	0.010227
1967	0.010163	0.010165	0.010186	0.010229
1968	0.010162	0.010166	0.010187	0.010228
1969	0.010163	0.010166	0.010186	0.010228
1970	0.010164	0.010165	0.010185	0.010228
1971	0.010164	0.010166	0.010185	0.010227
1972	0.010163	0.010165	0.010187	0.010227
1973	0.010161	0.010165	0.010187	0.010228
1974	0.010163	0.010165	0.010186	0.010226
1975	0.010165	0.010165	0.010184	0.010227
1976	0.010165	0.010166	0.010184	0.010226
1977	0.010166	0.010167	0.010185	0.010226
1978	0.010165	0.010166	0.010185	0.010225
1979	0.010164	0.010165	0.010187	0.010227
1980	0.010162	0.010167	0.010185	0.010226
1981	0.010161	0.010169	0.010185	0.010227
1982	0.010161	0.010169	0.010185	0.010225
1983	0.010162	0.01017	0.010188	0.010224
1984	0.010161	0.01017	0.010188	0.010223
1985	0.01016	0.01017	0.01019	0.010224
1986	0.01016	0.010168	0.010189	0.010225
1987	0.010162	0.010169	0.010189	0.010226
1988	0.01016	0.010166	0.010187	0.010227
1989	0.010161	0.010168	0.010188	0.010228
1990	0.010163	0.010167	0.010187	0.010229
1991	0.010164	0.010168	0.010185	0.01023
1992	0.010165	0.010168	0.010186	0.010228
1993	0.010165	0.010169	0.010186	0.010227
1994	0.010165	0.01017	0.010187	0.010229
1995	0.010165	0.010169	0.010189	0.01023
1996	0.010165	0.010169	0.01019	0.01023
1997	0.010167	0.010169	0.010189	0.010231
1998	0.010165	0.010168	0.010189	0.010228
1999	0.010166	0.010167	0.010187	0.010228
2000	0.010167	0.010168	0.010188	0.010228
